Year,Type,Authors,Publication,Volume,Pages,ISSN,Title,Impreso,PDF,Group,DOI,Type II,Proyect ID,Institution Authors,Colciencias Clasification,Impact Factor,Proyecto,NPages,First_UdeA_Author,Año,Tipo,Autor(es),Artículo,Vol.,pág.,Revista,Grupo,Clasificación Colciencias,Factor de Impacto,Area,Cites,Simple,Estudiantes
2008,Internacional,"Barticevic, Z; Pacheco, M; Duque, CA; Oliveira, LE; ",Microelectronics Journal,39,348.0,0026-2692,Magnetoexciton states and diamagnetic shifts in GaAs-Ga1-xAlxAs quantum dots/ultrathin quantum wells under growth-direction magnetic fields,,,GMC: Grupo de Materia Condensada,Not DOI,,,Carlos Duque Echeverri,A2,"0,859",,3.0,Carlos Duque Echeverri,2008,Internacional,"Barticevic, Z; Pacheco, M; Duque, CA; Oliveira, LE; ",Magnetoexciton states and diamagnetic shifts in GaAs-Ga1-xAlxAs quantum dots/ultrathin quantum wells under growth-direction magnetic fields,39,348.0,Microelectronics Journal,GMC: Grupo de Materia Condensada,A2,"0,859",Teórica,1,magnetoexcitonstatesanddiamagneticshiftsingaasga1xalxasquantumdotsultrathinquantumwellsundergrowthdirectionmagneticfields,Desconocido
2006,Nacional,"Tangarife, E; de Dios-Leyva, M; Duque, CA; ",Revista Colombiana de Física,38,517.0,0120-2650,"Efecto combinado de presión hidrostática y campos eléctrico y magnético sobre la recombinación electrón-hueco en pozos cuánticos de GAAS-(GA, AL) AS",,,GMC: Grupo de Materia Condensada,Not DOI,,,Carlos Duque Echeverri,B,"-1,0",,-1.0,Carlos Duque Echeverri,2006,Nacional,"Tangarife, E; de Dios-Leyva, M; Duque, CA; ","Efecto combinado de presión hidrostática y campos eléctrico y magnético sobre la recombinación electrón-hueco en pozos cuánticos de GAAS-(GA, AL) AS",38,517.0,Revista Colombiana de Física,GMC: Grupo de Materia Condensada,B,"-1,0",Teórica,2,efectocombinadodepresinhidrostticaycamposelctricoymagnticosobrelarecombinacinelectrnhuecoenpozoscunticosdegaasgaalas,Desconocido
1997,Internacional,"Charry, Orlando; Duque, Carlos; Cadena, EL; Jiménez, B; Parra, LF; ",Rev. colomb. ortop. traumatol,11,21.0,0000-0000,Sistema portátil de medición de presión plantar SpMp,,,GMC: Grupo de Materia Condensada,Not DOI,,,Carlos Duque Echeverri,00,"-1,0",,-15.0,Carlos Duque Echeverri,1997,Internacional,"Charry, Orlando; Duque, Carlos; Cadena, EL; Jiménez, B; Parra, LF; ",Sistema portátil de medición de presión plantar SpMp,11,21.0,Rev. colomb. ortop. traumatol,GMC: Grupo de Materia Condensada,00,"-1,0",Teórica,0,sistemaporttildemedicindepresinplantarspmp,Desconocido
2006,Nacional,"González, Jhon W; ",Revista Colombiana de Física,38,41.0,0000-0000,"Electric field effects on the shallow donor impurity states in GaAs-(Ga, Al) As quantum-well wires",,,Unknown,Not DOI,,,NN,B,"-1,0",,-1.0,NN,2006,Nacional,"González, Jhon W; ","Electric field effects on the shallow donor impurity states in GaAs-(Ga, Al) As quantum-well wires",38,41.0,Revista Colombiana de Física,Unknown,B,"-1,0",Desconocida,0,electricfieldeffectsontheshallowdonorimpuritystatesingaasgaalasquantumwellwires,Desconocido
2011,Internacional,"Duque, CM; Mora-Ramos, ME; Duque, CA; ",Physica E: Low-Dimensional Systems and Nanostructures,43,1002.0,1386-9477,Effects of hydrostatic pressure and electric field on the nonlinear optical rectification of strongly confined electron–hole pairs in GaAs quantum dots,,,GMC: Grupo de Materia Condensada,10.1016/j.physe.2010.12.001,,,Carlos Duque Echeverri,A1,"1,304",,5.0,Carlos Duque Echeverri,2011,Internacional,"Duque, CM; Mora-Ramos, ME; Duque, CA; ",Effects of hydrostatic pressure and electric field on the nonlinear optical rectification of strongly confined electron–hole pairs in GaAs quantum dots,43,1002.0,Physica E: Low-Dimensional Systems and Nanostructures,GMC: Grupo de Materia Condensada,A1,"1,304",Teórica,22,effectsofhydrostaticpressureandelectricfieldonthenonlinearopticalrectificationofstronglyconfinedelectronholepairsingaasquantumdots,Desconocido
2011,Internacional,"Mora‐Ramos, ME; Barseghyan, MG; Duque, CA; ",Physica Status Solidi B-Basic Research,248,1412.0,0370-1972,Excitons in a cylindrical GaAs Pöschl–Teller quantum dot,,,GMC: Grupo de Materia Condensada,10.1002/pssb.201046428,,,Carlos Duque Echeverri,A1,"1,344",,8.0,Carlos Duque Echeverri,2011,Internacional,"Mora‐Ramos, ME; Barseghyan, MG; Duque, CA; ",Excitons in a cylindrical GaAs Pöschl–Teller quantum dot,248,1412.0,Physica Status Solidi B-Basic Research,GMC: Grupo de Materia Condensada,A1,"1,344",Teórica,4,excitonsinacylindricalgaaspschltellerquantumdot,Desconocido
2007,Internacional,"Morales, AL; Raigoza, N; Duque, CA; ",physica status solidi(c),4,295.0,1862-6351,Acceptor and donor impurity‐related optical absorption spectra in double quantum wells: electric field and hydrostatic pressure effects,,,GMC: Grupo de Materia Condensada,10.1002/pssc.200673258,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,C,"-1,0",,3.0,Morales Aramburo Álvaro,2007,Internacional,"Morales, AL; Raigoza, N; Duque, CA; ",Acceptor and donor impurity‐related optical absorption spectra in double quantum wells: electric field and hydrostatic pressure effects,4,295.0,physica status solidi(c),GMC: Grupo de Materia Condensada,C,"-1,0",Teórica,0,acceptoranddonorimpurityrelatedopticalabsorptionspectraindoublequantumwellselectricfieldandhydrostaticpressureeffects,Desconocido
2012,Internacional,"Barseghyan, MG; Hakimyfard, Alireza; Kirakosyan, AA; Mora-Ramos, ME; Duque, CA; ",Superlattices and Microstructures,51,119.0,0749-6036,Hydrostatic pressure and electric and magnetic field effects on the binding energy of a hydrogenic donor impurity in InAs Pöschl–Teller quantum ring,,,GMC: Grupo de Materia Condensada,10.1140/epjb/e2011-20650-7,,,Carlos Duque Echeverri,A2,"-1,0",,9.0,Carlos Duque Echeverri,2012,Internacional,"Barseghyan, MG; Hakimyfard, Alireza; Kirakosyan, AA; Mora-Ramos, ME; Duque, CA; ",Hydrostatic pressure and electric and magnetic field effects on the binding energy of a hydrogenic donor impurity in InAs Pöschl–Teller quantum ring,51,119.0,Superlattices and Microstructures,GMC: Grupo de Materia Condensada,A2,"-1,0",Teórica,15,hydrostaticpressureandelectricandmagneticfieldeffectsonthebindingenergyofahydrogenicdonorimpurityininaspschltellerquantumring,Desconocido
2007,Internacional,"Rodríguez‐Vargas, I; Duque, CA; Mora‐Ramos, ME; Velasco, VR; ",physica status solidi(c),4,415.0,1862-6351,Hole subband structure in single and double p‐type δ‐doped diamond quantum wells,,,GMC: Grupo de Materia Condensada,10.1002/pssc.200673256,,,Carlos Duque Echeverri,C,"-1,0",,3.0,Carlos Duque Echeverri,2007,Internacional,"Rodríguez‐Vargas, I; Duque, CA; Mora‐Ramos, ME; Velasco, VR; ",Hole subband structure in single and double p‐type δ‐doped diamond quantum wells,4,415.0,physica status solidi(c),GMC: Grupo de Materia Condensada,C,"-1,0",Teórica,1,holesubbandstructureinsingleanddoubleptypedopeddiamondquantumwells,Desconocido
2001,Nacional,"López, SY; Morales, AL; Montes, A; Duque, CA; ",Revista Colombiana de Física,33,,0120-2650,"EFFECT OF THE Γ-X CROSSOVER ON THE BINDING ENERGY OF SHALLOW-DONOR IMPURITIES IN RECTANGULAR GAAS-(GA, AL) AS QUANTUM DOTS",,,GMC: Grupo de Materia Condensada,Not DOI,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,B,"-1,0",,,Morales Aramburo Álvaro,2001,Nacional,"López, SY; Morales, AL; Montes, A; Duque, CA; ","EFFECT OF THE Γ-X CROSSOVER ON THE BINDING ENERGY OF SHALLOW-DONOR IMPURITIES IN RECTANGULAR GAAS-(GA, AL) AS QUANTUM DOTS",33,,Revista Colombiana de Física,GMC: Grupo de Materia Condensada,B,"-1,0",Teórica,0,effectofthexcrossoveronthebindingenergyofshallowdonorimpuritiesinrectangulargaasgaalasquantumdots,Desconocido
2004,Internacional,"Raigoza, N; Morales, AL; Montes, A; Porras-Montenegro, N; Duque, CA; ",Physical Review B,69,45323.0,1098-0121,"Semiconductors II: Surfaces, interfaces, microstructures, and related topics-Stress effects on shallow-donor impurity states in symmetrical GaAs/AlxGa1-xAs double quantum wells",,,GMC: Grupo de Materia Condensada,Not DOI,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,A1,"3,322",,1.0,Morales Aramburo Álvaro,2004,Internacional,"Raigoza, N; Morales, AL; Montes, A; Porras-Montenegro, N; Duque, CA; ","Semiconductors II: Surfaces, interfaces, microstructures, and related topics-Stress effects on shallow-donor impurity states in symmetrical GaAs/AlxGa1-xAs double quantum wells",69,45323.0,Physical Review B,GMC: Grupo de Materia Condensada,A1,"3,322",Teórica,0,semiconductorsiisurfacesinterfacesmicrostructuresandrelatedtopicsstresseffectsonshallowdonorimpuritystatesinsymmetricalgaasalxga1xasdoublequantumwells,Nicolás Fernando Raigoza Bohórquez
2008,Internacional,"Barticevic, Zdenka; Pacheco, Monica; Duque, Carlos A; Oliveira, Luiz E; ",APS March Meeting Abstracts,1,1191.0,0000-0000,Magneto-exciton transitions in laterally coupled quantum dots,,,GMC: Grupo de Materia Condensada,Not DOI,,,Carlos Duque Echeverri,00,"-1,0",,-1.0,Carlos Duque Echeverri,2008,Internacional,"Barticevic, Zdenka; Pacheco, Monica; Duque, Carlos A; Oliveira, Luiz E; ",Magneto-exciton transitions in laterally coupled quantum dots,1,1191.0,APS March Meeting Abstracts,GMC: Grupo de Materia Condensada,00,"-1,0",Teórica,0,magnetoexcitontransitionsinlaterallycoupledquantumdots,Desconocido
2007,Nacional,"Ospina, Walter; Restrepo, Ricardo; Aristizábal, Parménides; Duque, Carlos A; ",Scientia et Technica,1,,0122-1701,Efectos de la presión hidrostática sobre la energía de enlace para impurezas donadoras en puntos cuánticos de gaas/ga al as,,,GMC: Grupo de Materia Condensada,Not DOI,,,Carlos Duque Echeverri,C,"-1,0",,,Carlos Duque Echeverri,2007,Nacional,"Ospina, Walter; Restrepo, Ricardo; Aristizábal, Parménides; Duque, Carlos A; ",Efectos de la presión hidrostática sobre la energía de enlace para impurezas donadoras en puntos cuánticos de gaas/ga al as,1,,Scientia et Technica,GMC: Grupo de Materia Condensada,C,"-1,0",Teórica,0,efectosdelapresinhidrostticasobrelaenergadeenlaceparaimpurezasdonadorasenpuntoscunticosdegaasgaalas,Desconocido
2005,Nacional,"Vásquez, JC; Montes, A; Morales, AL; Duque, CA; ",Revista Colombiana de Física,37,34.0,0120-2650,Energía de enlace para una impureza donadora poco profunda en hilos cuánticos rectangulares de GaAs bajo presión hidrostática,,,GMC: Grupo de Materia Condensada,Not DOI,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,B,"-1,0",,-1.0,Morales Aramburo Álvaro,2005,Nacional,"Vásquez, JC; Montes, A; Morales, AL; Duque, CA; ",Energía de enlace para una impureza donadora poco profunda en hilos cuánticos rectangulares de GaAs bajo presión hidrostática,37,34.0,Revista Colombiana de Física,GMC: Grupo de Materia Condensada,B,"-1,0",Teórica,0,energadeenlaceparaunaimpurezadonadorapocoprofundaenhiloscunticosrectangularesdegaasbajopresinhidrosttica,Desconocido
2007,Internacional,"Rodríguez, Arezky H; Duque, CA; Trallero-Giner, C; Vázquez, GJ; del Castillo-Mussot, M; Porras-Montenegro, N; ",Physica Status Solidi B-Basic Research,244,48.0,0370-1972,basic solid state physics,,,GMC: Grupo de Materia Condensada,Not DOI,,,Carlos Duque Echeverri,A1,"1,166",,5.0,Carlos Duque Echeverri,2007,Internacional,"Rodríguez, Arezky H; Duque, CA; Trallero-Giner, C; Vázquez, GJ; del Castillo-Mussot, M; Porras-Montenegro, N; ",basic solid state physics,244,48.0,Physica Status Solidi B-Basic Research,GMC: Grupo de Materia Condensada,A1,"1,166",Teórica,0,basicsolidstatephysics,Desconocido
2005,Internacional,"Fajardo, A; Morales, AL; Duque, C; ",SPECIAL PUBLICATION-ROYAL SOCIETY OF CHEMISTRY,300,156.0,0260-6291,Flavor Studies on Some Amazonian Fruits 1. Free and Bound Volatles of Cocona (Solanum sessiliflorum Dunal) Pulp Fruit,,,GMC: Grupo de Materia Condensada,Not DOI,,,Morales Aramburo Álvaro,00,"-1,0",,8.0,Morales Aramburo Álvaro,2005,Internacional,"Fajardo, A; Morales, AL; Duque, C; ",Flavor Studies on Some Amazonian Fruits 1. Free and Bound Volatles of Cocona (Solanum sessiliflorum Dunal) Pulp Fruit,300,156.0,SPECIAL PUBLICATION-ROYAL SOCIETY OF CHEMISTRY,GMC: Grupo de Materia Condensada,00,"-1,0",Teórica,1,flavorstudiesonsomeamazonianfruits1freeandboundvolatlesofcoconasolanumsessiliflorumdunalpulpfruit,Desconocido
2004,Internacional,"Oyoko, H Odhiambo; Duque, C; Porras-Montenegro, N; ",Indian Journal of Pure and Applied Physics,42,908.0,0000-0000,Theoretical study of the effect of applied stress on the binding energy of a donor impurity in GaAs quantum well dot within an infinite potential barrier,,,Unknown,Not DOI,,,NN,00,"-1,0",,4.0,NN,2004,Internacional,"Oyoko, H Odhiambo; Duque, C; Porras-Montenegro, N; ",Theoretical study of the effect of applied stress on the binding energy of a donor impurity in GaAs quantum well dot within an infinite potential barrier,42,908.0,Indian Journal of Pure and Applied Physics,Unknown,00,"-1,0",Desconocida,0,theoreticalstudyoftheeffectofappliedstressonthebindingenergyofadonorimpurityingaasquantumwelldotwithinaninfinitepotentialbarrier,Desconocido
2007,Internacional,"Dios-Leyva, M de; Duque, CA; Oliveira, LE; ",Physical Review B,75,35303.0,1098-0121,"Semiconductors II: Surfaces, interfaces, microstructures, and related topics-Effects of crossed electric and magnetic fields on the electronic and excitonic states in bulk GaAs and GaAs/Ga1-xAlxAs quantum wells",,,GMC: Grupo de Materia Condensada,Not DOI,,,Carlos Duque Echeverri,A1,"3,322",,-1.0,Carlos Duque Echeverri,2007,Internacional,"Dios-Leyva, M de; Duque, CA; Oliveira, LE; ","Semiconductors II: Surfaces, interfaces, microstructures, and related topics-Effects of crossed electric and magnetic fields on the electronic and excitonic states in bulk GaAs and GaAs/Ga1-xAlxAs quantum wells",75,35303.0,Physical Review B,GMC: Grupo de Materia Condensada,A1,"3,322",Teórica,0,semiconductorsiisurfacesinterfacesmicrostructuresandrelatedtopicseffectsofcrossedelectricandmagneticfieldsontheelectronicandexcitonicstatesinbulkgaasandgaasga1xalxasquantumwells,Desconocido
2011,Internacional,"Duque, CA; Mora-Ramos, ME; Kasapoglu, E; Sari, H; Sökmen, I; ",European Physical Journal B,81,441.0,1434-6028,Intense laser field effect on impurity states in a semiconductor quantum well: transition from the single to double quantum well potential,,,GMC: Grupo de Materia Condensada,10.1140/epjb/e2011-20265-0,,,Carlos Duque Echeverri,A1,"1,575",,9.0,Carlos Duque Echeverri,2011,Internacional,"Duque, CA; Mora-Ramos, ME; Kasapoglu, E; Sari, H; Sökmen, I; ",Intense laser field effect on impurity states in a semiconductor quantum well: transition from the single to double quantum well potential,81,441.0,European Physical Journal B,GMC: Grupo de Materia Condensada,A1,"1,575",Teórica,12,intenselaserfieldeffectonimpuritystatesinasemiconductorquantumwelltransitionfromthesingletodoublequantumwellpotential,Desconocido
2007,Internacional,"Morales, AL; Leon, LA; Raigoza, N; Duque, Carlos Alberto; Kuriplach, Jan; Hou, Marc; ",physica status solidi(c),4,3534.0,1862-6351,Positron annihilation in structural vacancies in Al‐rich NiAl alloys,,,GMC: Grupo de Materia Condensada,10.1002/pssc.200675830,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,C,"-1,0",,4.0,Morales Aramburo Álvaro,2007,Internacional,"Morales, AL; Leon, LA; Raigoza, N; Duque, Carlos Alberto; Kuriplach, Jan; Hou, Marc; ",Positron annihilation in structural vacancies in Al‐rich NiAl alloys,4,3534.0,physica status solidi(c),GMC: Grupo de Materia Condensada,C,"-1,0",Teórica,0,positronannihilationinstructuralvacanciesinalrichnialalloys,Desconocido
2011,Internacional,"Duque, CM; Mora-Ramos, ME; Duque, CA; ",Journal of Nanoparticle Research,13,6103.0,1388-0764,"Simultaneous effects of electron-hole correlation, hydrostatic pressure, and temperature on the third harmonic generation in parabolic GaAs quantum dots",,,GMC: Grupo de Materia Condensada,10.1007/s11051-011-0348-5,,,Carlos Duque Echeverri,A1,"3,25",,10.0,Carlos Duque Echeverri,2011,Internacional,"Duque, CM; Mora-Ramos, ME; Duque, CA; ","Simultaneous effects of electron-hole correlation, hydrostatic pressure, and temperature on the third harmonic generation in parabolic GaAs quantum dots",13,6103.0,Journal of Nanoparticle Research,GMC: Grupo de Materia Condensada,A1,"3,25",Teórica,19,simultaneouseffectsofelectronholecorrelationhydrostaticpressureandtemperatureonthethirdharmonicgenerationinparabolicgaasquantumdots,Desconocido
2002,Internacional,"Oliveira, LE; Duque, CA; Porras‐Montenegro, N; ",physica status solidi (a),190,731.0,1862-6300,"A Theoretical Study of the Terahertz Dynamics of Magnetoexcitons in GaAs–(Ga, Al) As Quantum Wells",,,GMC: Grupo de Materia Condensada,10.1002/1521-396x(200204)190:3<731::aid-pssa731>3.0.co;2-r,,,Carlos Duque Echeverri,A1,"1,205",,4.0,Carlos Duque Echeverri,2002,Internacional,"Oliveira, LE; Duque, CA; Porras‐Montenegro, N; ","A Theoretical Study of the Terahertz Dynamics of Magnetoexcitons in GaAs–(Ga, Al) As Quantum Wells",190,731.0,physica status solidi (a),GMC: Grupo de Materia Condensada,A1,"1,205",Teórica,0,atheoreticalstudyoftheterahertzdynamicsofmagnetoexcitonsingaasgaalasquantumwells,Desconocido
2011,Internacional,"Escorcia-Garcia, J; Duque, CA; Mora-Ramos, ME; ",Superlattices and Microstructures,49,203.0,0749-6036,Optical properties of hybrid periodic/quasiregular dielectric multilayers,,,GMC: Grupo de Materia Condensada,10.1016/j.spmi.2010.08.006,,,Carlos Duque Echeverri,A2,"-1,0",,6.0,Carlos Duque Echeverri,2011,Internacional,"Escorcia-Garcia, J; Duque, CA; Mora-Ramos, ME; ",Optical properties of hybrid periodic/quasiregular dielectric multilayers,49,203.0,Superlattices and Microstructures,GMC: Grupo de Materia Condensada,A2,"-1,0",Teórica,3,opticalpropertiesofhybridperiodicquasiregulardielectricmultilayers,Desconocido
2007,Internacional,"Rodriguez, Arezky H; Duque, CA; Trallero‐Giner, C; Vázquez, GJ; Castillo‐Mussot, M del; Porras‐Montenegro, N; ",Physica Status Solidi B-Basic Research,244,48.0,0370-1972,Effect of applied hydrostatic pressure on the e–h ground transition in self‐assembled InAs/GaAs quantum lens,,,GMC: Grupo de Materia Condensada,10.1002/pssb.200672509,,,Carlos Duque Echeverri,A1,"1,166",,5.0,Carlos Duque Echeverri,2007,Internacional,"Rodriguez, Arezky H; Duque, CA; Trallero‐Giner, C; Vázquez, GJ; Castillo‐Mussot, M del; Porras‐Montenegro, N; ",Effect of applied hydrostatic pressure on the e–h ground transition in self‐assembled InAs/GaAs quantum lens,244,48.0,Physica Status Solidi B-Basic Research,GMC: Grupo de Materia Condensada,A1,"1,166",Teórica,1,effectofappliedhydrostaticpressureontheehgroundtransitioninselfassembledinasgaasquantumlens,Desconocido
